,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,profitBuy,profitSell
2010-09-22,4.173999786376953,4.190000057220459,3.9600000381469727,3.9739999771118164,3.9739999771118164,4814500,TSLA,4.7130356,3.911999940872193,0.0,-0.7390356063842773
2010-10-01,4.138000011444092,4.150000095367432,4.061999797821045,4.119999885559082,4.119999885559082,2988500,TSLA,4.6849823,4.197999954223633,0.5649824142456055,0.0
2010-10-05,4.230000019073486,4.25600004196167,4.202000141143799,4.223999977111816,4.223999977111816,1660000,TSLA,4.816299,4.0920000076293945,0.0,-0.5922989845275879
2010-10-21,4.122000217437744,4.190000057220459,4.090000152587891,4.150000095367432,4.150000095367432,2085500,TSLA,4.662633,4.144000053405762,0.0,-0.5126328468322754
2010-10-22,4.136000156402588,4.185999870300293,4.110000133514404,4.144000053405762,4.144000053405762,805500,TSLA,4.7418094,4.170000076293945,0.5978093147277832,0.0
2010-10-25,4.188000202178955,4.196000099182129,4.145999908447266,4.170000076293945,4.170000076293945,592500,TSLA,4.788711,4.271999835968018,0.618710994720459,0.0
2010-11-09,5.0,5.138000011444092,4.809999942779541,4.926000118255615,4.926000118255615,4782000,TSLA,5.717511,5.872000217437744,0.791511058807373,0.0
2010-11-10,4.895999908447266,5.99399995803833,4.809999942779541,5.872000217437744,5.872000217437744,15302500,TSLA,5.9651966,5.607999801635742,0.0,-0.09319639205932617
2010-11-11,5.71999979019165,5.820000171661377,5.466000080108643,5.607999801635742,5.607999801635742,9726500,TSLA,6.27578,5.9679999351501465,0.6677803993225098,0.0
2010-11-17,6.039999961853027,6.150000095367432,5.7220001220703125,5.8979997634887695,5.8979997634887695,3750000,TSLA,6.595175,5.978000164031982,0.6971750259399414,0.0
2010-11-18,6.133999824523926,6.1479997634887695,5.783999919891357,5.978000164031982,5.978000164031982,4780500,TSLA,6.4363494,6.197999954223633,0.45834922790527344,0.0
2010-11-30,6.748000144958496,7.065999984741211,6.682000160217285,7.065999984741211,7.065999984741211,11113000,TSLA,7.2044883,6.869999885559082,0.0,-0.1384882926940918
2010-12-02,6.802000045776367,6.860000133514404,6.239999771118164,6.46999979019165,6.46999979019165,10035000,TSLA,6.913127,6.297999858856201,0.0,-0.4431271553039551
2010-12-10,6.409999847412109,6.584000110626221,6.22599983215332,6.303999900817871,6.303999900817871,2147000,TSLA,7.0400968,6.110000133514404,0.0,-0.7360968589782715
2010-12-22,6.449999809265137,6.572000026702881,6.340000152587891,6.526000022888184,6.526000022888184,4166500,TSLA,7.062309,6.01800012588501,0.0,-0.536308765411377
2010-12-23,6.251999855041504,6.495999813079834,5.984000205993652,6.01800012588501,6.01800012588501,7763000,TSLA,6.649196,5.110000133514404,0.0,-0.6311960220336914
2011-01-24,4.705999851226807,4.961999893188477,4.645999908447266,4.8979997634887695,4.8979997634887695,8225500,TSLA,5.2268543,4.935999870300293,0.3288545608520508,0.0
2011-01-28,4.97599983215332,4.97599983215332,4.75,4.802000045776367,4.802000045776367,5242000,TSLA,5.418801,4.820000171661377,0.6168007850646973,0.0
2011-02-03,4.763999938964844,4.78000020980835,4.630000114440918,4.72599983215332,4.72599983215332,2560000,TSLA,5.26564,4.691999912261963,0.0,-0.539639949798584
2011-02-24,4.355999946594238,4.515999794006348,4.300000190734863,4.50600004196167,4.50600004196167,5276500,TSLA,4.9111114,4.7220001220703125,0.40511131286621094,0.0
2011-02-25,4.561999797821045,4.769999980926514,4.538000106811523,4.7220001220703125,4.7220001220703125,6731500,TSLA,5.2088714,4.7779998779296875,0.48687124252319336,0.0
2011-02-28,4.748000144958496,4.820000171661377,4.699999809265137,4.7779998779296875,4.7779998779296875,5256000,TSLA,5.4733005,4.788000106811523,0.6953005790710449,0.0
2011-03-04,4.895999908447266,4.998000144958496,4.75600004196167,4.989999771118164,4.989999771118164,7900500,TSLA,5.416952,4.98799991607666,0.0,-0.4269523620605469
2011-03-10,4.888000011444092,4.8979997634887695,4.745999813079834,4.802000045776367,4.802000045776367,5085000,TSLA,5.3890233,4.814000129699707,0.5870232582092285,0.0
2011-03-11,4.769999980926514,4.849999904632568,4.705999851226807,4.814000129699707,4.814000129699707,4654000,TSLA,5.2820296,4.650000095367432,0.0,-0.4680294990539551
2011-03-28,4.539999961853027,4.708000183105469,4.510000228881836,4.650000095367432,4.650000095367432,5290500,TSLA,5.179212,4.783999919891357,0.5292119979858398,0.0
2011-04-04,5.366000175476074,5.400000095367432,5.046000003814697,5.165999889373779,5.165999889373779,13046500,TSLA,6.1075535,5.340000152587891,0.9415535926818848,0.0
2011-05-13,5.599999904632568,5.638000011444092,5.460000038146973,5.510000228881836,5.510000228881836,3307500,TSLA,5.979882,5.320000171661377,0.0,-0.469881534576416
2011-05-20,5.6519999504089355,5.656000137329102,5.46999979019165,5.593999862670898,5.593999862670898,4212500,TSLA,6.1650887,5.363999843597412,0.0,-0.5710887908935547
2011-05-31,5.938000202178955,6.056000232696533,5.909999847412109,6.0279998779296875,6.0279998779296875,16452500,TSLA,6.765329,5.703999996185303,0.0,-0.7373290061950684
2011-06-03,5.989999771118164,6.300000190734863,5.900000095367432,6.026000022888184,6.026000022888184,31046000,TSLA,6.378093,5.739999771118164,0.0,-0.3520927429199219
2011-06-21,5.248000144958496,5.546000003814697,5.199999809265137,5.50600004196167,5.50600004196167,7480000,TSLA,5.7442336,5.441999912261963,0.0,-0.2382335662841797
2011-06-29,5.699999809265137,5.817999839782715,5.613999843597412,5.6579999923706055,5.6579999923706055,7309000,TSLA,6.2700696,5.826000213623047,0.6120696067810059,0.0
2011-07-15,5.558000087738037,5.565999984741211,5.480000019073486,5.515999794006348,5.515999794006348,3545000,TSLA,5.998173,5.446000099182129,0.0,-0.48217344284057617
2011-07-28,5.519999980926514,5.710000038146973,5.507999897003174,5.633999824523926,5.633999824523926,4693500,TSLA,5.926536,5.633999824523926,0.0,0.0
2011-08-01,5.734000205993652,5.796000003814697,5.642000198364258,5.754000186920166,5.754000186920166,5824500,TSLA,6.212646,5.4679999351501465,0.0,-0.4586458206176758
2011-08-15,5.323999881744385,5.349999904632568,5.185999870300293,5.245999813079834,5.245999813079834,3693000,TSLA,5.9793577,5.21999979019165,0.0,-0.7333579063415527
2011-08-19,4.771999835968018,4.843999862670898,4.400000095367432,4.460000038146973,4.460000038146973,6876500,TSLA,4.8803244,4.389999866485596,0.0,-0.42032432556152344
2011-08-25,4.77400016784668,4.77400016784668,4.579999923706055,4.622000217437744,4.622000217437744,3399000,TSLA,5.4291854,4.745999813079834,0.807185173034668,0.0
2011-08-26,4.541999816894531,4.789999961853027,4.414000034332275,4.745999813079834,4.745999813079834,3809000,TSLA,5.3593574,4.941999912261963,0.6133575439453125,0.0
2011-08-31,4.960000038146973,5.099999904632568,4.855999946594238,4.947999954223633,4.947999954223633,4119000,TSLA,5.544027,4.800000190734863,0.0,-0.5960268974304199
2011-09-14,4.849999904632568,4.9679999351501465,4.757999897003174,4.868000030517578,4.868000030517578,4154000,TSLA,5.3792877,4.964000225067139,0.5112876892089844,0.0
2011-10-03,4.989999771118164,5.0,4.650000095367432,4.745999813079834,4.745999813079834,5116000,TSLA,5.202381,4.73199987411499,0.0,-0.45638132095336914
2011-10-04,4.6579999923706055,4.863999843597412,4.585999965667725,4.73199987411499,4.73199987411499,6001500,TSLA,5.179487,5.073999881744385,0.44748735427856445,0.0
2011-10-12,5.449999809265137,5.599999904632568,5.440000057220459,5.559999942779541,5.559999942779541,5617000,TSLA,6.081041,5.5879998207092285,0.5210409164428711,0.0
2011-10-24,5.573999881744385,5.7779998779296875,5.550000190734863,5.710000038146973,5.710000038146973,4703000,TSLA,6.124835,5.650000095367432,0.0,-0.41483497619628906
2011-11-02,5.800000190734863,5.8520002365112305,5.650000095367432,5.742000102996826,5.742000102996826,4376500,TSLA,6.216481,6.492000102996826,0.47448110580444336,0.0
2011-11-04,6.291999816894531,6.480000019073486,6.1020002365112305,6.461999893188477,6.461999893188477,15164500,TSLA,6.9541874,6.254000186920166,0.0,-0.4921875
2011-11-18,6.728000164031982,6.822000026702881,6.507999897003174,6.519999980926514,6.519999980926514,4514000,TSLA,7.1191816,6.3520002365112305,0.0,-0.5991816520690918
2011-11-22,6.3520002365112305,6.558000087738037,6.210000038146973,6.414000034332275,6.414000034332275,3663000,TSLA,6.56267,6.289999961853027,0.0,-0.14867019653320312
2011-11-25,6.309999942779541,6.48199987411499,6.216000080108643,6.331999778747559,6.331999778747559,1198000,TSLA,6.748716,6.51200008392334,0.4167160987854004,0.0
2011-12-07,6.926000118255615,6.978000164031982,6.760000228881836,6.8379998207092285,6.8379998207092285,3371500,TSLA,7.4750805,6.177999973297119,0.0,-0.6370806694030762
2011-12-14,5.900000095367432,5.935999870300293,5.599999904632568,5.705999851226807,5.705999851226807,5819500,TSLA,6.328228,5.723999977111816,0.6222281455993652,0.0
2011-12-22,5.519999980926514,5.610000133514404,5.460000038146973,5.553999900817871,5.553999900817871,5047000,TSLA,5.9921155,5.579999923706055,0.43811559677124023,0.0
2012-01-10,5.48799991607666,5.552000045776367,5.449999809265137,5.52400016784668,5.52400016784668,3359000,TSLA,5.978774,5.645999908447266,0.4547739028930664,0.0
2012-01-26,5.613999843597412,5.915999889373779,5.599999904632568,5.788000106811523,5.788000106811523,6355500,TSLA,6.1748114,5.866000175476074,0.3868112564086914,0.0
2012-01-31,5.980000019073486,6.0,5.77400016784668,5.814000129699707,5.814000129699707,4782000,TSLA,6.4939632,5.915999889373779,0.6799631118774414,0.0
2012-02-22,6.900000095367432,6.943999767303467,6.5,6.843999862670898,6.843999862670898,8273000,TSLA,7.366664,6.906000137329101,0.5226640701293945,0.0
2012-02-27,6.682000160217285,6.800000190734863,6.599999904632568,6.723999977111816,6.723999977111816,3030000,TSLA,7.105873,6.76200008392334,0.38187313079833984,0.0
2012-03-01,6.702000141143799,6.900000095367432,6.6620001792907715,6.881999969482422,6.881999969482422,3517500,TSLA,7.22988,6.808000087738037,0.0,-0.34787988662719727
2012-03-06,6.650000095367432,6.656000137329102,6.52400016784668,6.622000217437744,6.622000217437744,2869000,TSLA,7.0709953,6.624000072479248,0.44899511337280273,0.0
2012-03-07,6.624000072479248,6.6620001792907715,6.581999778747559,6.624000072479248,6.624000072479248,1824500,TSLA,6.9423666,6.613999843597412,0.0,-0.31836652755737305
2012-03-20,6.995999813079834,7.039999961853027,6.914000034332275,6.992000102996826,6.992000102996826,2835000,TSLA,7.3264036,7.03000020980835,0.33440351486206055,0.0
