,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,profitBuy,profitSell
2011-03-10,4.888000011444092,4.8979997634887695,4.745999813079834,4.802000045776367,4.802000045776367,5085000,TSLA,5.9641643,4.814000129699707,1.1621642112731934,0.0
2011-03-11,4.769999980926514,4.849999904632568,4.705999851226807,4.814000129699707,4.814000129699707,4654000,TSLA,5.893696,4.650000095367432,0.0,-1.079695701599121
2011-03-28,4.539999961853027,4.708000183105469,4.510000228881836,4.650000095367432,4.650000095367432,5290500,TSLA,5.71814,4.783999919891357,1.0681400299072266,0.0
2011-04-04,5.366000175476074,5.400000095367432,5.046000003814697,5.165999889373779,5.165999889373779,13046500,TSLA,6.674088,5.340000152587891,1.5080881118774414,0.0
2011-04-12,5.015999794006348,5.041999816894531,4.860000133514404,4.929999828338623,4.929999828338623,6787000,TSLA,5.9952674,4.986000061035156,1.065267562866211,0.0
2011-05-13,5.599999904632568,5.638000011444092,5.460000038146973,5.510000228881836,5.510000228881836,3307500,TSLA,6.608408,5.320000171661377,0.0,-1.0984077453613281
2011-05-20,5.6519999504089355,5.656000137329102,5.46999979019165,5.593999862670898,5.593999862670898,4212500,TSLA,6.6704698,5.363999843597412,0.0,-1.076469898223877
2011-05-31,5.938000202178955,6.056000232696533,5.909999847412109,6.0279998779296875,6.0279998779296875,16452500,TSLA,7.269765,5.703999996185304,0.0,-1.241765022277832
2011-06-21,5.248000144958496,5.546000003814697,5.199999809265137,5.50600004196167,5.50600004196167,7480000,TSLA,6.322863,5.441999912261963,0.0,-0.8168630599975586
2011-06-29,5.699999809265137,5.817999839782715,5.613999843597412,5.6579999923706055,5.6579999923706055,7309000,TSLA,6.854871,5.826000213623047,1.1968708038330078,0.0
2011-07-15,5.558000087738037,5.565999984741211,5.480000019073486,5.515999794006348,5.515999794006348,3545000,TSLA,6.5883465,5.446000099182129,0.0,-1.0723466873168945
2011-07-22,5.739999771118164,5.9079999923706055,5.710000038146973,5.857999801635742,5.857999801635742,2917500,TSLA,6.9868803,5.697999954223634,0.0,-1.128880500793457
2011-07-28,5.519999980926514,5.710000038146973,5.507999897003174,5.633999824523926,5.633999824523926,4693500,TSLA,6.6111193,5.633999824523926,0.0,0.0
2011-08-01,5.734000205993652,5.796000003814697,5.642000198364258,5.754000186920166,5.754000186920166,5824500,TSLA,6.7458196,5.467999935150146,0.0,-0.9918193817138672
2011-08-15,5.323999881744385,5.349999904632568,5.185999870300293,5.245999813079834,5.245999813079834,3693000,TSLA,6.5394907,5.21999979019165,0.0,-1.2934908866882324
2011-08-19,4.771999835968018,4.843999862670898,4.400000095367432,4.460000038146973,4.460000038146973,6876500,TSLA,5.584069,4.389999866485596,0.0,-1.1240687370300293
2011-08-25,4.77400016784668,4.77400016784668,4.579999923706055,4.622000217437744,4.622000217437744,3399000,TSLA,5.8387837,4.745999813079834,1.2167835235595703,0.0
2011-08-26,4.541999816894531,4.789999961853027,4.414000034332275,4.745999813079834,4.745999813079834,3809000,TSLA,5.85317,4.941999912261963,1.1071701049804688,0.0
2011-08-31,4.960000038146973,5.099999904632568,4.855999946594238,4.947999954223633,4.947999954223633,4119000,TSLA,6.172895,4.800000190734863,0.0,-1.2248950004577637
2011-09-14,4.849999904632568,4.9679999351501465,4.757999897003174,4.868000030517578,4.868000030517578,4154000,TSLA,5.949309,4.964000225067139,1.0813088417053223,0.0
2011-10-03,4.989999771118164,5.0,4.650000095367432,4.745999813079834,4.745999813079834,5116000,TSLA,5.8259587,4.73199987411499,0.0,-1.0799589157104492
2011-10-04,4.6579999923706055,4.863999843597412,4.585999965667725,4.73199987411499,4.73199987411499,6001500,TSLA,5.765346,5.073999881744385,1.033346176147461,0.0
2011-10-12,5.449999809265137,5.599999904632568,5.440000057220459,5.559999942779541,5.559999942779541,5617000,TSLA,6.7613764,5.5879998207092285,1.2013764381408691,0.0
2011-10-24,5.573999881744385,5.7779998779296875,5.550000190734863,5.710000038146973,5.710000038146973,4703000,TSLA,6.69198,5.650000095367432,0.0,-0.9819798469543457
2011-11-02,5.800000190734863,5.8520002365112305,5.650000095367432,5.742000102996826,5.742000102996826,4376500,TSLA,6.8405666,6.492000102996826,1.0985665321350098,0.0
2011-11-04,6.291999816894531,6.480000019073486,6.1020002365112305,6.461999893188477,6.461999893188477,15164500,TSLA,7.5047226,6.254000186920166,0.0,-1.0427227020263672
2011-11-18,6.728000164031982,6.822000026702881,6.507999897003174,6.519999980926514,6.519999980926514,4514000,TSLA,7.768953,6.352000236511231,0.0,-1.248952865600586
2011-11-22,6.3520002365112305,6.558000087738037,6.210000038146973,6.414000034332275,6.414000034332275,3663000,TSLA,7.2577343,6.2899999618530265,0.0,-0.8437342643737793
2011-11-25,6.309999942779541,6.48199987411499,6.216000080108643,6.331999778747559,6.331999778747559,1198000,TSLA,7.2639093,6.512000083923339,0.9319095611572266,0.0
2011-12-07,6.926000118255615,6.978000164031982,6.760000228881836,6.8379998207092285,6.8379998207092285,3371500,TSLA,8.068034,6.177999973297119,0.0,-1.230034351348877
2011-12-22,5.519999980926514,5.610000133514404,5.460000038146973,5.553999900817871,5.553999900817871,5047000,TSLA,6.5526814,5.579999923706055,0.9986815452575684,0.0
2012-01-10,5.48799991607666,5.552000045776367,5.449999809265137,5.52400016784668,5.52400016784668,3359000,TSLA,6.5234756,5.645999908447266,0.9994754791259766,0.0
2012-01-26,5.613999843597412,5.915999889373779,5.599999904632568,5.788000106811523,5.788000106811523,6355500,TSLA,6.773964,5.866000175476074,0.9859638214111328,0.0
2012-01-31,5.980000019073486,6.0,5.77400016784668,5.814000129699707,5.814000129699707,4782000,TSLA,6.9850554,5.915999889373779,1.1710553169250488,0.0
2012-02-22,6.900000095367432,6.943999767303467,6.5,6.843999862670898,6.843999862670898,8273000,TSLA,8.014678,6.906000137329101,1.1706781387329102,0.0
2012-02-24,6.8460001945495605,6.9039998054504395,6.6539998054504395,6.75,6.75,4799500,TSLA,7.841545,6.723999977111816,0.0,-1.0915451049804688
2012-02-27,6.682000160217285,6.800000190734863,6.599999904632568,6.723999977111816,6.723999977111816,3030000,TSLA,7.724577,6.76200008392334,1.0005769729614258,0.0
2012-03-01,6.702000141143799,6.900000095367432,6.6620001792907715,6.881999969482422,6.881999969482422,3517500,TSLA,7.7477674,6.808000087738037,0.0,-0.8657674789428711
2012-03-07,6.624000072479248,6.6620001792907715,6.581999778747559,6.624000072479248,6.624000072479248,1824500,TSLA,7.578784,6.613999843597412,0.0,-0.9547839164733887
2012-03-13,7.302000045776367,7.317999839782715,7.099999904632568,7.2179999351501465,7.2179999351501465,5008000,TSLA,8.380325,7.058000087738037,0.0,-1.162325382232666
2012-03-20,6.995999813079834,7.039999961853027,6.914000034332275,6.992000102996826,6.992000102996826,2835000,TSLA,7.996395,7.03000020980835,1.0043950080871582,0.0
2012-03-21,6.98799991607666,7.059999942779541,6.920000076293945,7.03000020980835,7.03000020980835,3036000,TSLA,8.001843,6.880000114440918,0.0,-0.9718432426452637
2012-03-22,6.99399995803833,7.03000020980835,6.860000133514404,6.880000114440918,6.880000114440918,2612000,TSLA,7.961689,6.815999984741211,0.0,-1.0816888809204102
2012-03-26,7.118000030517578,7.618000030517578,7.007999897003174,7.480000019073486,7.480000019073486,15702500,TSLA,8.143657,7.5879998207092285,0.6636567115783691,0.0
2012-03-29,7.638000011444092,7.638000011444092,7.406000137329102,7.466000080108643,7.466000080108643,3982000,TSLA,8.818282,7.447999954223633,0.0,-1.3522820472717285
